extracted skills
coding
ML
designing
data pipelines
AWS services
data processing
Amazon Kinesis
Apache Kafka
AWS Glue
AWS technologies
S3
Amazon Redshift
Apache Spark
big data
big data
data mining
artificial intelligence
machine learning
cloud
Artificial Intelligence
AI
code
coding
testing
debugging
test
Python
Spark
HadoopExposure
Machine Learning
Deep Learning
Stream Computing
MLOps
REST
gRPC)Experience
computingExperience
Big Spring
Texas
Excel
engineering
Cloud
core infrastructure
network analytics
sixteern
software development
Python
CI/CD
DevOps
testing
data models
management
Analytics
AI
testing
machine learning
business intelligence
test
Statistics
regression
classification
linear algebra
calculus
probability
statistics
machine learning methods
MapReduce
software development
JavaScript
Python
Git
version control
Big Data
Python
Spark
React
engineering
DevOps
software development
code
test
HTML
CSS
JavaScript
Angular
Scala
PySpark
Pandas
NumPy
scikit-learn
FlaskWorking
SQL
Impala
Oracle
REST services
continuous integration
CI/CD))Supporting
Excel
Typescript
Kubernetes
DockerExperience
Java
IAM
management
debugging
Cloud
engineering
cloud
SAAS
GCP
code reviews
software development
devops
analytics
Engineering
Software Development
Java
Spring
Relational Databases
AWS
engineering
APIs
APIs
test
Software Development
Kotlin
Java
Python
REST APIs
Kubernetes
Docker
PostgreSQL
Kafka
Elasticsearch
SQL
code
Terraform
machine learning
GA
cloud
software development
coding
code
debugging
Azure
STEM OPT
Information Security
information security
designing
CISSP
designing
APIs
React/HTML
CSS
TypeScript
JavaScript
testing
code
coding
semantic HTML
git
Redux
Typescript
CI
analytics
engineering
Kafka
Docker
Kubernetes
AWS
CI/CD.Fintech
Hawaii
machine learning
test
MATLAB
Python
C
C++
software migration
HPC
Linux
code
Git
software development
unit testing
artificial intelligence
analytics
testing
MPAS
code
regression
software development
linear algebra
test
GNU
C
C++
Fortran
git
GitHub
GitLab
testing
MPAS
JEDI
code
test
software development
linear algebra
GNU
C
C++
Fortran
git
GitHub
GitLab
computer code
Designing
ShortsStrategizing
machine learning
Java
AWS
Kubernetes
coding
ML
designing
data pipelines
AWS services
data processing
Amazon Kinesis
Apache Kafka
AWS Glue
AWS technologies
S3
Amazon Redshift
Apache Spark
big data
software development
JavaScript
React
PHP
HTML5
CSS
SASS
Tailwind
CLI
HTML
UI/UX
SEO
Google Tag Manager
Data Studio
Google Analytics
ice
engineering
Ruby
Java
Go
JavaScript
React)Great
Rails
ReactMySQL
NoSQL
Redis
Terraform
Kubernetes
blockchain
Database
cloud
tune database
code
database
Management
Microsoft SQL
databases
Cloud
SQL
designing
testing
test
Azure
Salt Lake
Management
Data Science
management
data analysis
data science
analytics
Coding
SQL
Python
Databricks
Microsoft Azure
cloud
data visualization
Power BI
Tableau
statistics
NSA
Management
software development
C
C++
code
software integration
testing
Test
HLT
test
integration testing
VxWorks
Linux
DevOps
Git
version control
Export Administration
Engineering
database
engineering
software development
AWS
GCP
Microsoft Azure
Designing
databases
SQL
NoSQL
management
cloud-native
data services
PostgreSQL
MySQL
DynamoDB
OpenSearch
Glue
Athena
QuickSight
data transformation
Data Lakes
Data Warehouses
Lake Houses
CI/CD
Code
Terraform
AWS CloudFormation
AWS CDK
Jenkins
GitHub
Jira
Confluence
Visual Studio
cloud
Node
PostgreSQL
Docker
Kubernetes
Google Cloud
code
Go
AI
code
UX
HTML
CSS
JavaScript
React
coding
SEO
Node
PostgreSQL
Docker
Kubernetes
Google Cloud
Javascript
databases
code
Go
Database
DB2
database
management
Management
designing
cloud
engineering
DATABRICKS
PYTHON
SPARK
Big Data
Spark
Data Lake
data pipelines
analytics
data engineering
data science
Data Engineering
Databricks
REQUIRED
Azure
AWS
GCP
database
Python
Pyspark
SparkSQL
Scala
Data Factory
cloud ecosystem
git
command line
SQL
data modeling
Kimball
star schema
Kafka
unit testing
Java
UX
REST APIs
Spring
React/React JS
HTML5
cloud
AWS
management
code
code reviews
unit tests
coding
REST API
React
React JS
Git
Go
predictive modeling
statistical modeling
machine learning
analyze A
Statistics
A/B testing
Bayesian statistics
Bayesian methods
data analysis
multivariate statistical
multivariate regression
ANOVA
factor analysis
cluster analysis
Python
pandas
scikit-learn
SQL
databases
Excel
R
Azure
DevOps
Artifact
Blob Storage
App Configuration
SQL
Data Platforms
data platforms
Azure Data Factory
Analytics
CI/CD
Docker
IoT
Kubernetes
Python
code
AWS
Java
Spring
JavaScript
APIs
testing
CI/CD
software development
test
NoSQL
databases
GitLab
Jenkins
DevOps
Kafka)MongoDB
Cassandra
Redis
Elasticsearch
MySQL
Python
Azure
ExperienceLocation
DevOps
Microsoft Azure
Microsoft Cognitive Services
C#
JAVA
.NET
PowerShell
CLI
Azure automation
Alamitos
Artificial Intelligence
AI
statistical learning
neural networks
machine learning
test
JavaScript
TypeScript
AWS
test
Git
Jenkins
CI/CD
HTML
Typescript
software development
coding
testing
image recognition
Image processing
AwesomeRecruiter
analytics
Go
React
SAS
UX
time series
code
APIs
debug
software development
Golang
databases
Postgres
cloud platforms
AWS
GCP
Azure
Docker
Kubernetes
version control
Git
REST APIs
Java
MVC
GUI
database
JVM
code
HTML
CI/CD
Azure
Kubernetes
AKS
Cloud
AZURE
Administration•
cluster services
cloud
Oracle
SQL
database
database
data management
data models
management
software development
relational database
NoSQL
databases
Python
SQL
git
docker
Linux
cloud
AWS
OpenShift
ElasticSearch
machine learningLocationHampton
Analytics
software development
data infrastructure
Java
TypeScript
Python
AWS
cloud
code
unit testing
database
RESTful webservices
JavaScript
React
Angular
CSS
HTML
Serverless
CloudFormation
Kinesis
DynamoDB
Lambda
git
CI/CD
Azure SQL
excel
Azure
SQL
Cloud
engineering
debugging
code
SQL Server
Database
databases
database
PowerShell
Python
Bash
task automation
Clustering
management
tune SQL Server
Debugging
statistics
Windows Server
Windows
DevOps
Coding
Optional)Experience
C#
JAVA
.NET
CLI
software development
CI/CD
AWS Cloud
Terraform
docker
Software Development
Devops
Docker
Kubernetes
DevOps
designing
testing
Code
Cloud
test
AWS
SSL
Git
GitOps
SQL
NoSQL
AWS RDS).Experience
engineering
Bash
Python
Java
Golang
Gradle
Helm
Puppet
Chef
Ansible
VPC
Route53
IAM
S3
NPM
GitHub
Salesforce
CRM
AI
ML
Python
AWS
code
MySQL
DynamoDB
S3
ElasticSearch
Terraform
data modeling
test
GoAWS - MySQL
SQS
Redis
ECS
Lambda
cloud
testing
Analytics
database
data storage
data models
databases
designing
Backend data
data modeling
data warehousing
ETL development
Microsoft Power BI
Oracle
SQL
Windows server
data warehouses
business intelligence
cloud
AWS
Kubernetes
cloud
Code
Test
Cloud
databases
CI/CD
GitOps
CISSP
Salesforce
CRM
Management
AI
Artificial Intelligence
UX
SaaS
software development
management
AI
Test
management
testing
multivariate testing
excel
test
Sheets
JIRA
web analytics
data analytics
engineering
.Net
C
Java
code reviews
Python
C#
SQL
NoSQL
databases
Container Orchestration
Docker
Kubernetes
Azure
test
.NET
Visual Studio
SQL Server
ASP.NET
MVC
Web API
designing
DevOps
codeIn-depth
software development
task management
AWS
GCP
cloud
Information Systems
LicensuresBenefits
test
debug
testing
AI
Test
management
testing
multivariate testing
excel
UX
test
web analytics
data analytics
AI
neural network
engineering
ML
designing
data pipelines
cloud
AWS
Databricks
database
SQL
Python
Spark
data lakes
software development
testing
code
Big Data Platforms
CISSP
Cloud
Artificial Intelligence
Machine Learning
Code
software development
PHP
JavaScript
coding
DeveloperLocation:-
Devops
Junit
JSMay
C
Java
React
RESTful APIs
EE
software development
cloud
AWS
Coding
JS
HTML5
Cloud
Software Development
Azure
Cloud
cloud
coding
DevOps
Gitflow
Terraform
test
debug
Management
Software Development
Cloud
Java
EE
Junit
REST
code
data modeling
software development
Database
SQL Server
Angular 11+
NPM
REST API
Jenkins
Git
Continuous Integration
AWS
SQL
HIVE
PostgreSQL
MSSQL
Python
R
Hadoop
Spark
Regression
SVM
Neural Networks
analytics
machine learning
FTP
SSH
Management
PHP
JavaScript
designing
computer science.6
Software Development
React
test
code
AI
Test
management
testing
multivariate testing
excel
Designing
test
web analytics
Sheets
JIRA
software development
engineering
DevOps
AWS
Azure
GCP
VMWare
OpenShift
Linux
Python
Ansible
CI/CD
Jenkins
Kubernetes
SaaS
database
.NET
Microsoft SQL server
Power BI
data analytics
business intelligence
SSIS
C#
SQL Server
SQL
RESTful APIs
code
testing
coding
software systems
C
SQL
Linux
MySQL
Oracle
Python
Java
Scala
C++
Microservices
AWS
cloud
EC2
VPC
S3
Lambda
Glue
software development
Node AWS
NoSQL
databases
Dynamodb
AWS Cloud
software development
cloud
analytics
Machine Learning
AI
Deep Learning
TensorFlow
PyTorch
Machine learning
Natural language processing
ML
Python
RESTful API
predictive modeling
data modeling
Data Mining
AWS
SageMaker
Redshift
S3
EC2
Data Pipeline
Kinesis
EMR
Apache Spark
code
scikit-learn
data visualization
SQL
Natural Language Processing
NLP
AI
speech recognition
sentiment analysis
Machine Learning
designing
testing
classification
clustering
topic modeling
entity recognition
Machine translation
Speech recognition
analytics
statistical analysis
machine learning methods
Python
database
SQL
NLTK
spaCy
TensorFlow
PyTorch
regression
linear regression
ML
data science
Test
Java
CI/CD
Testing
regression
test
testing
suiteMaintain
AI
Test
management
testing
multivariate testing
excel
Designing
test
web analytics
Sheets
JIRA
Database
database
AWS
databases
mySQL
SQL
Cloud
Oracle
Terraform
management
cloud
administration
Eclipse automation
Cloud
C
Windows
Windows server
Excel
Microsoft server
software development
software models
Computer Vision
Natural Language Processing
Machine Learning
Predictive Modeling
Statistical Analysis
C++
Python
MATLAB
Jira
agile development
MySQL
Linux
Windows
Git
SVN
JIRA
version control
code
test
debug
Cloud
designing
APIs
engineering
cloud
AWS
Kubernetes
Terraform
Ansible
AWS services
computer systems
Azure
EC2
IAM
ELB
Route53
S3
Lambda
TKGi
EKS
debugging
DNS
Linux
DockerExperience
CI/CD
DevOps
software development
administration
command line
Chef
puppet
Docker
GCP
AzureMust
APIs
cloud
software development
coding
testing
data migration
relational database
PostgreSQL
logic modeling
Salesforce
React
AWS
Heroku
InformaticaFamiliarity
test
Azure
excel
engineering
data analysis
designing
software development
software development
coding
JavaScript
PHP
C#
Java
debugging
Docker
Kubernetes
data analytics
machine learning
MQTT
cloud
AWS
Azure
GCP
AI
Test
management
testing
multivariate testing
excel
ACT
test
web analytics
Sheets
JIRA
Kubernetes
IaaS
engineering
software development
REST APIs
Go
Python
SQL
NoSQL
cloud
OpenShift
Azure
AWS
GCP
CI/CD
Jira
Git
Artifactory
Jenkins
Anchore
SonarQube
Terraform
Ansible
Puppet
Chef
PowerShell
Windows
SAML
codeIn-depth
PaaS
Information Systems
LicensuresBenefits
Java
APIs
Jenkins
software development
JAVA
JBoss
Oracle
REST API
Jira
GitLab
DevSecOps
cloud technologies
SaaS
code
test
debug
Cloud
designing
APIs
engineering
cloud
AWS
Kubernetes
Terraform
Ansible
AWS services
computer systems
Azure
EC2
IAM
ELB
Route53
S3
Lambda
TKGi
EKS
debugging
DNS
Linux
DockerExperience
CI/CD
DevOps
software development
administration
command line
Chef
puppet
Docker
GCP
AzureMust
Engineering
EWS
Java
code
Git
SQL
Web Services
Confluence
CI/CD
DevOps
RESTful service
Kubernetes
Kafka
YAML
NoSQL
Redis
HBASE
AeroSpike
CONTRACTORLOCATION
CLOUD
AZURE
AWS
SCRUM
DATABASE
database
IT security
cloud
malware detection
cloud security
visualization
big data
analytics
software development
testing
code
Big Data Platforms
CISSP
Cloud
Artificial Intelligence
Machine Learning
Code
Java
jQuery
SQL
Spring Framework
JAVA
unit testing
web services
database
Software Development
code
JavaScript
Subversion
SonarQube
Jenkins
Nexus
JBOSS
Apache HTTP
HTML5
CSS3
JDBC
Postgres SQL
SOA
Apache CXF
iText
REST Services
Cloud
data science
visualization
engineering
machine learning
A/B testing
data processing
Designing
machine learning methods
natural language processing
data ecosystems
Data Science
Statistics
Python
SQL
R
data warehouse
statistical analysis
code
APIs
Java
EMR
Spark
ML
TensorFlow
Scikit-learn
XGBoost
NLP
Big Data
Apache Spark).Familiarity
AWS ecosystem
Sagemaker
Athena
QuickSight
MapReduce
Apache Spark
databases
data manipulation
MS Excel
Data Engineering
ETL
AWS Glue
Datalake
software development
code
debug
Swift
Objective-C
SQL
AWS
Kubernetes
Docker
Xcode
C++
C
Database
SQL
SQL
Database
Windows Server
test
debug
Software Development
Cloud
Java
EE
JUnit
REST
code
data modeling
software development
Database
SQL Server
Angular 11+
NPM
REST API
Jenkins
Git
Continuous Integration
AWS
Java
jQuery
SQL
Spring Framework
JAVA
unit testing
web services
database
Software Development
code
JavaScript
Subversion
SonarQube
Jenkins
Nexus
JBOSS
Apache HTTP
HTML5
CSS3
JDBC
Postgres SQL
SOA
Apache CXF
iText
REST Services
Cloud
Kotlin
Android SDK
code
Android native
Java
Android
RxJava
MVVM
test
IoT
SaaS
C
C#
.NET
MVVMRDBMS
MS SQL Server
T-SQL
Oracle
PostgreSQL
cloud
Azure
AWS
REST
"RESTful,"
Web API
CI/CD
version control
Git
GitHub
AI
code
Go
Ruby
Java
designing
cloud
Kubernetes
Linux
testing
Java
cloud
debug
code
continuous integration
designing
software development
JavaScript
Angular
REST services
RDBMS
Apache
C#
.NET
ASP.NET
AWS
data services
Python
AWS SageMaker
SAS.•
SAS
cloud
data pipelines
S3
Glue
data integration
Informatica
Cloud
Azure
cloud
Test
C
C#
C++
Perl
Python
PowerShell
Android Development
Kotlin
Android SDK
code
Android native
Java
Database
management
HTML
FileMaker
Microsoft Excel
testing
cloud
HTML5
Angular
node.js
java
code
designing
Information Systems
software development
JavaScript
javascript
RESTful web
Node.JS
AWS cloud
TANF
Database
Web Analytics
Microsoft SQL Server
database
web analytics
MS SQL Server
SQL
SSIS
test
Azure
Excel
CRM
PHP
Software Development
Java
Python
database
management
MySQL
MVC
AWS
AWS services
cloud
Cloud
API Management
app modernization
APIs
cloud-native
code
coding
CI/CD
Qualifications10+ years
software development
configurationExperience
test
API management
technologyFamiliar
Management
Java
Azure
MicroservicesLocation
GA
Microservices
JAVA
DevOps
CI/CD
Git
Kubernetes
Docker
Jenkins
Code Cloud
Junit
Cassandra
databases
Software Development
cloud
Perl
ORM
SQL
software development
Linux
SaaS
code
test
cloud
testing
Information Systems
C#
Node.js
Java
cloud-native
REST APIs
microservice-
designing
debugging
software development
version control
git
Hawaii
Engineering
code
software development
debugging
databases
test
JavaScript
SQL
Java
Apache
ServerTechnologies
Java Server
EJB
Java
React
MVC
GUI
database
JVM
code
HTML
CI/CD
Java
designing
AWS
software development
databases
database
product
C#
coding
SQL
database
code
Java
analytics
DevOps
code
continuous integration
CI/CD
Terraform
Azure
EC2
S3
IAM
ASG
PowerShell
Bash
management
Chef
Java
C#
Python
SQL
No SQL
HTML
SCSS
Angular
UX/UI
code
Required:•
Angular/TypeScript
UX
CSS
JavaScript
testing
test
browser testing
RESTful services
C++
Analytics
analytics
MBS
Database
SQL
Oracle
Sybase
DB2
Linux
Windows
Python
debugging
code
Anomaly Detection
coding
testing
Java
ASP.NET
SQL
Linux
JSP
JMS
Oracle
Object/Relational Mapping
Cloud
REST/SOAP
Spring Framework
Angular JS
JS
CSS
Jquery
Git
Junit
DevOps
Selenium
Nexus
SonarQube
Github
Jenkins
Elastic Search
Kibana
Unix Shell scripting
Javascript
Amazon Web Services
AWS
Cloud
cloud
Terraform
Ansible
Cloud Formation
AWS CCP
AWS CSA
Linux
Hat
Windows
Chef
Puppet
Docker
Kubernetes
Management
DevOps
SPLUNK
Jira
GitHub
ApptioCloud
CloudWatch
Config
CloudTrail
Elasticsearch
Kinesis
KMS
Quicksight
Eventbridge
VPC
S3
ShieldAWS Storage
Storage Services
S3 Glacier
Storage Gateway
Elastic File
Java
cloud
debug
code
continuous integration
designing
JavaScript
Angular
REST services
RDBMS
Apache
C#
.NET
ASP.NET
Microservice Applications-
software development
Junit
Mockito
JMeter
Cloud
Azure
CI/CD
DevOps
Docker
Kubernetes
coding
ReactJS
Angular
JavaScript
TypeScript
Node
HTML
CSS
DOM
MVC
RESTful services
Version control
Java
Git
Gradle
Jira
CI/CD
database
MySQL
Linux
JVM
shell scripting
SQL
Java
Adv
Microservices
MVC
JMS
web services
REST
Cloud
Kubernetes
Apache Tomcat
Boot Intellij
Junit
CI/CD
Splunk
analytics
blockchain
software development
testing
data analysis
engineering
analytics
databases
Statistics
C++
Databricks
AI
Apache Spark
SaaS
cloud
data analysis
machine learning
SQL
ETL
data science
big data
AWS S3
Azure
A storage management
data lakes
data warehouse
ACID
data engineering
data pipelines
test
Engineering
databases
Java
Scala
Spark
Hadoop
analytics
MLflow
excel
code
Databricks
AI
Apache Spark
SaaS
cloud
data analysis
machine learning
SQL
ETL
data science
big data
AWS S3
Azure
A storage management
data lakes
data warehouse
ACID
data engineering
data pipelines
test
Engineering
databases
Java
Scala
Spark
Hadoop
analytics
MLflow
excel
code
Java
Spring
code
code reviews
GIT
Splunk
React
JavaScript
TypeScript
Test
code
SonarQube
Veracode
Microsoft Azure
Java
GA
Spring
code
code reviews
GIT
Splunk
Agile Development
AWS Cloud
software development
cloud
analytics
Machine Learning
AI
Deep Learning
TensorFlow
PyTorch
Machine learning
Natural language processing
ML
Python
RESTful API
predictive modeling
data modeling
Data Mining
AWS
SageMaker
Redshift
S3
EC2
Data Pipeline
Kinesis
EMR
Apache Spark
code
scikit-learn
data visualization
SQL
Azure
SIEM
O365
IAContract
HTML
SCSS
Angular
UX/UI
code
Required:•
Angular/TypeScript
UX
CSS
JavaScript
testing
test
browser testing
RESTful services
Python
AWS
Azure
Cloud
management
Aws Secrets
AWS
MySQL
Database
management
database
code
data analysis
linear models
multivariate analysis
stochastic models
Cloud technologies
AWS
Microsoft Azure
code
Python
HTML
SCSS
Angular
UX/UI
code
Required:•
Angular/TypeScript
UX
CSS
JavaScript
testing
test
browser testing
RESTful services
Machine Learning
GCP
Vertex AI
AWS
AI
ML
designing
machine learning
cloud
deep learning
natural language processing
cloud platforms
Google Cloud
Amazon Web Services
version control
automated testing
continuous integration
CI/CD
DevOps
cloud technologies
statistical models
Python
Java
Scala
Docker
Kubernetes
Jenkins
data engineering
data pipelines
ETL processes
data warehousing
Data Science
Artificial Intelligence
Data Analytics
AI
machine learning
analytics
ML
data science
Test
statistical
data analysis
Data Sciences
Advanced Analytics
Analytical Modeling
Machine Learning
Visualization
data services
R
Python
PyTorch
SciKit
TensorFlow
MATLAB
SAS
clustering
decision tree learning
neural networks
regression
properties of
advanced analytics platforms
Spark
Snowflake
Databricks
AWS SageMaker
Analytics
Java
test
DevOps
code
SpringbootExperience
Linux
React
JavaScript
Python
frameworksSQL database
database
SkillsExperience
PostgreSQL
testing
Vision)401(k
Django
Linux
AWS
SQL
Microsoft SQL Server
database
data models
data administration
code
version control
data warehousing
Banking
React
software development
principles)Responsible
Devops
test
cloud
code reviews
HTML
CSS
JavaScript
Typescript
Testing
APIs
CI/CD
Gitlab
Jenkins
Nexus
Ansible
C
classification
.NET
engineering
Oracle
Database
clustering
shell
Linux
Windows
Oracle database
test
Oracle Database Servers
SQL
shell scripting
Administration
AI
Analytics
machine learning
data science
ML
Python
Jupyter
Keras
TensorFlow
Pytorch
data preparation
Recommendation EngineExperience
Customer analytics
Customer segmentation
Persona analysis
Cohort analysis
AWS cloud
Microsoft Azure
serverless
unit test
debugging
code
Git
software development
Java
data analysis
SQL
database
JDK
EJB
Big Data
ETL
Linux
Cloud
AWS
Microsoft Azure
IntegrationFidelity
Salt Lake City
APIs
software development
Java
SOA
RESTful services
DevOps
Continuous Integration
Jenkins
testing
Junit
Mockito
HTML
CSS
SASS
JQuery
Angular
NodeJSExperience
cloud
AWS
Azure)Knowledge
NoSQL
database
management
Customer Segmentation
customer insights
engineering
C++
C#
Python
code
Salesforce
CRM
AI
ML
designing
test
NetSuite
CRM
Salesforce
Test
coding
APIs
HubSpot
REST
testing
deploying APIs
Git
CI/CD)Experience
Java
Kafka
React
NodeJS
Spark
Hive
Typescript
Vue
Kubernetes
GIS
AI
ML
Golang
Python
GraphQL
GCP
Terraform
designing
React
designing
data pipelines
cloud
AWS
Databricks
database
SQL
Python
Spark
PySpark
Data Transformations
Java
Linux
UNIX
Kotlin
Docker
Kubernetes
database
app development
data analysis
linear models
multivariate analysis
stochastic models
Cloud technologies
AWS
Microsoft Azure
code
Python
data infrastructure
engineering
code
data science
data engineering
designing
Go
Python
stream data
analytics
Apache Kafka
Flink
databases
PostgreSQL
Druid
Grafana
Jupyter
Metabase
PowerBI
DevOps
version control
testing
continuous integration
React
JavaScript
ENGINEERING
TypeScript
D3.js
WebGL
Kafka
GitHub
AWS
Azure
GCP
Docker
Kubernetes
Terraform
TypeScript
SCSS
CSS
HTML
GA
Java
RESTful Services
REST
Docker
designing
cloud
AWS Services
EC2
IAM
S3
Lambda
RDBMS
DevOps
Jenkins
Gradle
GIT
BitBucket
OAuth
Elasticsearch
NoSQL
AWS
software development
debug
code
Python
analytics
Linux
RequirementsBS
machine learning
analytics
data analysis
dashboards
data science
statistics
visualization
Python
R
data mining
data manipulation
pandas
scikit-learn
TensorFlow
big data
Python
designing
statistics
coding
Linux
relational database
management
MySQL
machine learning
scikit-learn
TensorFlow
PyTorch
DevOps
AEM
code
Must
management
JIRA
Docker
dashboards
EngineerHealthcare
Java
software development
Vector
JSON
REST architecture
testing
GitHub
